,사용월,호선명,지하철역,04시-05시 승차인원,04시-05시 하차인원,05시-06시 승차인원,05시-06시 하차인원,06시-07시 승차인원,06시-07시 하차인원,07시-08시 승차인원,07시-08시 하차인원,08시-09시 승차인원,08시-09시 하차인원,09시-10시 승차인원,09시-10시 하차인원,10시-11시 승차인원,10시-11시 하차인원,11시-12시 승차인원,11시-12시 하차인원,12시-13시 승차인원,12시-13시 하차인원,13시-14시 승차인원,13시-14시 하차인원,14시-15시 승차인원,14시-15시 하차인원,15시-16시 승차인원,15시-16시 하차인원,16시-17시 승차인원,16시-17시 하차인원,17시-18시 승차인원,17시-18시 하차인원,18시-19시 승차인원,18시-19시 하차인원,19시-20시 승차인원,19시-20시 하차인원,20시-21시 승차인원,20시-21시 하차인원,21시-22시 승차인원,21시-22시 하차인원,22시-23시 승차인원,22시-23시 하차인원,23시-24시 승차인원,23시-24시 하차인원,00시-01시 승차인원,00시-01시 하차인원,01시-02시 승차인원,01시-02시 하차인원,02시-03시 승차인원,02시-03시 하차인원,03시-04시 승차인원,03시-04시 하차인원,작업일자
1022,202204,경의선,서강대,1,0,491,151,1389,1304,3369,2783,3765,7740,3322,5310,2462,3125,2442,3001,2944,2931,3301,3272,3062,3157,3304,3068,4260,3713,5611,3763,5603,4902,3679,3197,3203,2008,3577,2191,2994,1592,1165,1300,17,108,0,0,0,0,0,0,20220503
1023,202204,경의선,서울역,0,0,850,15,1095,6812,2857,22222,2871,36444,2461,17867,1642,7174,1903,5225,2758,4079,3413,6628,3712,2969,5879,3021,8025,2978,15576,4693,28268,5226,10332,3174,5398,2001,6022,1766,1090,194,1701,891,0,107,0,0,0,0,0,0,20220503
1024,202204,경의선,수색,0,0,894,1063,1644,7423,3194,5767,4272,17063,3268,8405,2551,3317,2264,2369,2358,2352,2562,3152,2637,2310,3680,2621,6826,3066,9678,4066,13202,3548,5819,2993,2875,2057,2404,1355,1672,1537,615,1081,10,203,0,0,0,0,0,0,20220503
1025,202204,경의선,신촌,0,0,185,15,302,948,563,3822,480,4813,729,3525,626,1874,618,1100,845,1071,738,2033,861,1066,1182,855,2057,752,3453,1270,3052,1591,1965,1099,992,662,1163,329,968,133,386,361,2,52,0,0,0,0,0,0,20220503
1026,202204,경의선,야당,24,0,4126,394,14677,2562,28973,4784,26799,8763,13134,6371,10423,5533,10327,6789,10307,7705,9507,8373,9131,9428,9470,11632,10909,14096,10992,23690,10855,31095,7380,28136,7279,14265,8308,12386,8349,9905,4576,8083,600,2141,0,0,0,0,0,0,20220503
1027,202204,경의선,운정,29,0,3850,339,16657,4657,31112,7076,27481,11297,14312,6024,10424,4655,9462,5354,9561,6262,8490,6254,7187,7180,7887,9014,9826,12318,11773,17295,11176,22838,5333,21205,3609,11926,2887,10504,2330,9144,666,6723,72,1572,0,0,0,0,0,0,20220503
1028,202204,경의선,월롱,29,0,439,44,992,7102,2151,11010,2151,13426,2533,5018,2318,3097,2512,1916,3649,3784,3908,2417,3263,1743,6028,1981,8429,2426,11740,2876,14959,3123,6156,2913,3940,3118,2802,3256,1010,3097,101,2650,6,718,0,0,0,0,0,0,20220503
1029,202204,경의선,일산,5,0,6775,776,22183,3309,46889,7593,33052,16900,19340,7148,13935,6917,13772,8154,13933,8500,12303,10610,11086,11246,11938,12342,14597,16112,14352,21124,12474,35379,6425,33679,4636,16097,3983,16899,3772,13004,1238,11299,34,3716,0,0,0,0,0,0,20220503
1030,202204,경의선,임진강,0,0,0,0,0,0,0,0,0,0,19,190,22,424,11,5,106,1,3,1,5,5,208,156,166,17,445,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20220503
1031,202204,경의선,탄현,52,1,4974,632,20063,2679,36527,6175,27773,9408,15532,5268,11707,4337,10741,5313,10562,6173,9532,6486,8671,8340,9047,9813,9478,11676,10014,18447,11016,28628,5607,30738,4458,14693,3945,13620,3311,9281,1197,9069,66,2406,0,0,0,0,0,0,20220503
1032,202204,경의선,파주,24,0,721,12,1252,687,2560,2477,2376,5756,1785,3778,1644,2089,2111,1249,3102,1549,2024,1842,2135,859,3172,1154,4520,1181,6510,1335,4239,1549,1379,1547,749,1061,812,902,251,818,41,731,3,259,0,0,0,0,0,0,20220503
1033,202204,경의선,풍산,16,0,3611,261,10216,1483,23034,4436,19182,7419,12209,5294,8186,4563,8128,5773,8220,6115,8118,6895,7587,5801,8053,7202,8235,9712,8629,11607,8236,19406,4698,15321,3922,11057,3987,9553,2910,7775,902,6875,35,664,1,1,0,0,0,0,20220503
1034,202204,경의선,행신,0,0,3330,1187,11792,4202,37321,5826,32191,10807,15192,7001,11083,5506,10848,6825,11223,7607,9196,8693,7943,8225,7402,9876,10042,13795,13994,18117,10134,36793,6361,28214,7430,13545,5078,11973,5447,10875,2382,6849,66,2780,2,2,0,0,0,0,20220503
1035,202204,경의선,홍대입구,4,0,271,129,606,551,1364,1937,1806,5662,1293,4319,1137,3005,1202,2831,1690,3639,1899,4072,2427,4083,2563,3812,3180,4778,5036,4812,5995,6355,4507,4009,4004,2026,4799,1894,5112,1387,2411,1156,55,154,0,0,0,0,0,0,20220503
1036,202204,경의선,화전,0,0,534,350,1559,1492,3665,2252,4009,10954,2911,10220,3448,9911,4927,3955,5285,4296,5192,6414,7290,4401,6525,2764,10488,2810,9044,3259,7218,3681,4339,3023,2516,1822,1966,1739,1603,1979,633,1576,47,625,0,0,0,0,0,0,20220503
1037,202204,경의선,효창공원앞,2,0,609,210,1860,2004,4695,4332,6771,16191,4695,9461,3207,3335,2936,3083,3321,3439,3719,3304,3537,3457,4027,3437,5138,4107,7108,5293,13765,7367,5263,5728,3322,3796,2881,3661,2334,3159,984,2703,10,356,0,0,0,0,0,0,20220503
1038,202204,경인선,간석,283,1,4989,953,10628,2327,23066,4054,20007,9873,11300,5298,9115,4683,8809,5573,9235,6053,8775,7182,7432,7069,7690,8836,9274,10612,8603,14044,9130,18505,4983,16695,3692,9796,3215,8314,2399,5976,1185,3634,72,649,0,0,0,0,0,0,20220503
1039,202204,경인선,개봉,1352,1,17532,5150,35098,13075,88428,14665,83324,23723,49716,17545,34267,15307,31995,17445,30510,21519,28271,21505,25018,25261,23888,31334,26975,40179,30503,53936,29001,81098,17092,60000,12894,35877,10450,34288,7728,28043,2815,15680,21,1203,0,0,0,0,0,0,20220503
1040,202204,경인선,구일,329,5,3834,1036,9042,3587,25532,8617,23155,12861,12661,9819,9760,6859,9880,7472,11114,11866,10024,18192,9446,10727,11399,10942,15920,12726,19878,16711,14960,26784,6354,19198,6125,10881,7491,9975,5366,7987,1267,5370,9,281,0,0,0,0,0,0,20220503
1041,202204,경인선,도원,534,17,2003,882,2733,2066,5941,6599,5802,21019,3966,3665,3683,3568,4300,3506,5144,3892,5458,4664,4203,3977,7905,4933,13906,5105,7904,5177,8644,5376,2789,4654,1836,2942,1791,2518,905,1764,254,1929,17,863,0,0,0,0,0,0,20220503
1042,202204,경인선,도화,334,5,4061,571,6658,1660,17389,3981,14694,6764,8612,3494,7059,3484,6498,3984,6643,4797,6148,5150,5440,5580,5584,6649,6476,8570,6248,9320,6647,11312,3318,10892,2393,6468,1862,5428,1221,4058,530,4416,7,1386,0,0,0,0,0,0,20220503
1043,202204,경인선,동암,506,3,17759,3502,27400,7931,52279,13092,49456,16429,29429,13275,23531,12324,21832,14588,22275,15403,21115,17478,18315,17106,17825,22081,19990,29111,22422,39318,22126,51088,13214,44421,10335,28928,9068,25982,7174,22099,3441,15499,143,2433,0,0,0,0,0,0,20220503
1044,202204,경인선,동인천,1423,7,6768,2552,15666,12337,38859,22944,30298,34059,19973,16202,18040,17815,19631,21426,21068,19530,21336,22387,20925,20478,24744,19897,30032,22893,37661,26707,42283,32082,17715,31463,12635,18359,10594,14370,6986,14253,2230,8591,26,3752,0,0,0,0,0,0,20220503
1045,202204,경인선,백운,82,0,7597,1855,13254,4639,28674,4654,24011,8764,14520,6006,11723,5533,10975,6815,11132,7766,9772,8320,8402,8264,9125,10528,10482,13936,10780,16535,8835,23455,4801,21206,3828,12482,3392,11690,2326,10204,1088,7502,34,993,0,0,0,0,0,0,20220503
1046,202204,경인선,부개,1837,6,9042,2002,16125,4013,38889,6178,31928,11384,18012,6628,13693,5559,12783,6941,12562,8366,12060,9339,9651,9949,9535,12024,12080,16111,11087,21253,11200,28578,6385,24863,4120,14762,3326,13303,2588,11534,1260,8683,18,552,0,0,0,0,0,0,20220503
1047,202204,경인선,부천,2454,13,36237,4937,41960,13040,102540,17874,101973,46537,60378,40204,44077,35932,45541,36598,48777,45302,47482,49160,45878,48909,48665,51060,54061,62431,57366,84424,55218,126076,35921,98894,29720,52515,28345,48978,25342,38679,12064,28401,49,972,0,0,0,0,0,0,20220503
1048,202204,경인선,부평,7176,60,20525,5695,35333,12774,80487,19441,76598,32566,45000,36136,35736,32916,37654,36947,40941,43290,42317,50668,41536,50569,45098,52645,52426,68105,57533,85796,52520,120826,40230,98103,35507,53367,36950,43052,33108,35916,20921,24599,634,3841,0,0,0,0,0,0,20220503
1049,202204,경인선,소사,972,6,15957,2860,14550,5645,32077,7722,29199,12594,19337,11117,15291,9499,14068,9972,14335,12289,13519,11345,12321,11463,13386,12607,14229,16534,15128,20155,12614,28757,7201,23969,5167,14409,4268,13671,2936,11889,1210,9648,10,410,1,0,0,0,0,0,20220503
1050,202204,경인선,송내,1470,8,14767,8462,35846,16365,103356,28824,86863,76907,49007,39935,35854,22725,35177,22390,35955,24397,32760,26311,28987,27114,30903,29802,37768,39760,46028,56839,71236,89842,29028,77617,21371,44511,18081,38970,14124,35970,6157,23111,42,873,0,0,0,0,0,0,20220503
1051,202204,경인선,역곡,911,4,28297,3428,43572,10078,114683,13681,113050,33608,60380,33446,40762,22913,36916,26220,37826,29268,36952,30440,31436,32304,32303,34882,37122,51894,42704,69264,38883,109160,23187,90519,18192,51930,15802,46084,14206,39602,5808,26599,21,1026,0,0,0,0,0,0,20220503
1052,202204,경인선,오류동,460,3,11984,1931,18369,5387,49815,6063,50753,11094,27693,10176,18955,9160,17519,9251,19531,11279,16821,12816,14478,13580,14279,17701,15551,21146,15532,27468,14135,43162,8388,36081,6823,20689,5537,19205,3819,16501,1368,10434,18,603,0,0,0,0,0,0,20220503
1053,202204,경인선,온수(성공회대입구),153,1,5656,1360,8810,3542,21989,11362,21569,13700,13603,8432,10618,5992,10671,5816,11404,7461,10995,7847,9203,7754,10831,9627,15332,11560,13036,14712,11130,20861,5948,18471,4224,10480,4523,9464,3330,8614,1449,5818,21,481,0,0,0,0,0,0,20220503
1054,202204,경인선,인천,225,34,1004,914,2931,3331,5756,6633,4634,8718,3205,5239,3225,7695,4532,10461,5905,10898,8005,9244,9910,8403,12378,6551,14772,5497,15611,4402,13939,3781,7145,2678,5502,1908,3755,1532,1966,1147,453,1002,13,839,0,0,0,0,0,0,20220503
1055,202204,경인선,제물포,849,6,7407,1687,14980,4841,38154,13458,33432,31578,18057,14928,15133,10202,15272,8666,16417,11048,15830,12211,13667,10908,16401,12845,22981,16039,21249,21180,23259,29337,9999,27702,7003,16615,5852,15368,4040,13661,1482,10191,54,2812,0,0,0,0,0,0,20220503
1056,202204,경인선,주안,874,14,13019,4450,26089,9642,60942,17524,54077,31674,33848,25142,27240,16955,27086,17433,31400,22959,29918,18785,26087,22666,29802,23184,33199,31679,38707,37967,37891,54437,22013,55382,18404,30961,16980,26383,13586,23354,6432,19112,460,4220,0,0,0,0,0,0,20220503
1057,202204,경인선,중동,918,18,10681,1231,17212,3354,44691,5922,34259,13166,18825,7573,13931,7482,13083,8693,14087,9352,12727,9885,10793,10805,10702,12299,11826,16324,11669,21740,12833,31816,6678,28210,5227,16561,4352,14296,2972,12073,1262,9879,11,405,0,0,0,0,0,0,20220503
1058,202204,경춘선,가평,1,0,659,115,1350,1412,3017,2537,3594,6093,2640,3920,2615,3386,3542,4374,2998,3698,3182,3360,3637,3635,4342,3319,5097,2976,5875,3405,4977,2968,2152,3065,1647,2030,1172,1433,572,1170,266,1060,2,97,0,0,0,0,0,0,20220503
1059,202204,경춘선,갈매,3,0,1566,596,3960,2205,16865,3247,10088,5212,6544,2624,4314,2314,3243,2212,3997,2293,3321,3025,3321,2413,3534,4038,4887,4484,3861,5787,4315,10235,2187,7983,1951,4418,2107,3569,1585,2621,666,1556,12,723,0,0,0,0,0,0,20220503
1060,202204,경춘선,강촌,2,0,62,11,146,172,418,331,480,2346,551,1940,624,2391,1039,2344,910,1207,1305,1030,1732,1148,2301,705,2551,754,2318,645,1498,691,836,543,451,433,250,299,105,262,60,192,5,6,0,0,0,0,0,0,20220503
1061,202204,경춘선,굴봉산,0,0,56,4,57,80,134,392,239,643,209,640,224,1363,256,797,390,483,577,275,859,304,1091,276,745,200,610,192,310,150,183,127,193,81,77,89,38,51,5,68,0,1,0,0,0,0,0,0,20220503
1062,202204,경춘선,금곡,8,0,1567,255,2311,1014,4553,1897,4795,5191,3348,2114,2690,1708,2556,1520,2397,2249,2649,1469,1997,2486,2626,2231,2796,2404,2946,3525,3693,4152,1355,3748,726,1659,558,1611,524,1484,161,1133,17,272,0,0,0,0,0,0,20220503
1063,202204,경춘선,김유정,1,0,119,12,213,85,484,526,437,833,403,1081,379,1809,476,1713,705,1434,878,1151,1151,981,1695,812,1655,567,1504,610,998,581,539,410,293,228,109,204,21,162,13,69,8,26,0,0,0,0,0,0,20220503
1064,202204,경춘선,남춘천,468,2,1126,38,3384,662,3981,2261,4913,4746,4505,5171,4674,4463,4690,7858,5155,8581,5971,5297,7152,4082,7537,5497,7697,4369,6579,5137,5147,5001,3715,7683,2946,3093,2482,2840,1675,3805,334,1861,4,1367,0,0,0,0,0,0,20220503
1065,202204,경춘선,대성리,1,0,184,77,708,443,1019,863,1051,1271,1049,1117,1083,2569,1821,2239,1403,1783,1478,2105,1954,2621,2669,1803,2699,1492,2594,1401,1767,1165,810,948,437,556,261,349,124,307,53,256,0,1,0,0,0,0,0,0,20220503
1066,202204,경춘선,마석,27,1,1334,431,8271,2714,15158,6343,12284,7618,9264,6036,7472,4409,6870,5219,7228,5038,6340,6561,5866,5781,6248,7121,7252,7379,6837,10413,7553,10279,3570,13239,2676,6546,2112,5071,1660,4440,677,2372,6,406,0,0,0,0,0,0,20220503
1067,202204,경춘선,백양리,1,0,3,6,18,47,58,270,141,322,62,248,128,727,218,483,181,282,308,199,444,204,561,178,338,89,400,94,279,95,108,50,80,43,79,28,34,61,14,23,0,2,0,0,0,0,0,0,20220503
1068,202204,경춘선,별내,30,0,1271,1105,3639,3040,13295,4038,10111,6924,6382,4001,4635,2997,3895,2972,4552,2944,4086,3652,3899,3365,4313,4483,6077,5212,5903,7275,6614,9905,3251,8453,2283,4577,2041,2867,1885,3561,934,1595,36,552,0,0,0,0,0,0,20220503
1069,202204,경춘선,사릉,23,0,1987,779,4117,1489,11098,5192,8592,5877,5820,2512,3769,2479,3493,2288,3503,2427,3543,2072,2762,3152,3055,2800,3183,4004,4901,6090,5570,7130,2160,8629,1310,3861,1146,2875,704,2967,275,1850,6,573,0,0,0,0,0,0,20220503
1070,202204,경춘선,상천,0,0,74,50,202,230,611,397,653,1177,486,1274,431,1529,657,1396,748,971,913,536,1419,632,1675,518,1576,479,1372,505,806,434,373,424,138,238,62,191,37,131,8,130,1,4,0,0,0,0,0,0,20220503
1071,202204,경춘선,신내,19,0,1018,782,2564,3524,8013,5513,7145,7811,3739,2428,2753,1881,2435,1705,2728,1722,2557,2261,2753,1927,3188,3240,4580,2779,4647,4585,6196,5462,2560,4309,1251,2252,1054,2046,895,1975,453,1368,3,110,0,0,0,0,0,0,20220503
1072,202204,경춘선,천마산,23,0,1213,244,3527,657,7892,1994,6067,1816,4754,1803,3657,1789,3035,1873,2962,2305,2437,2060,2317,2606,2079,3059,2443,3143,2082,4405,2216,5607,1040,4608,766,3221,556,2403,490,1907,85,1325,0,65,0,0,0,0,0,0,20220503
1073,202204,경춘선,청평,6,5,861,152,2133,1017,3811,1677,4860,4409,3317,3221,3130,3900,3653,2640,3241,3749,3220,2644,3590,3131,4235,3233,4499,3504,4841,4775,3527,3849,1545,3229,1175,2420,712,1733,353,1297,118,1296,2,0,0,0,0,0,0,0,20220503
1074,202204,경춘선,춘천,209,2,510,6,1458,315,1370,1140,2009,3836,2090,4670,2216,3369,2435,5139,2661,4132,3535,3872,4904,2706,6730,3145,7432,2205,5755,2177,4150,2101,2848,2735,1666,1147,1092,1101,621,1017,84,1141,0,462,0,0,0,0,0,0,20220503
1075,202204,경춘선,퇴계원,4,0,2612,501,5525,1620,17820,3749,12870,4986,8865,2633,5913,2949,5098,2678,5505,3294,4623,3531,3803,3714,4228,4198,4062,6064,4787,9473,5795,11636,2530,10774,1742,6164,1544,4110,988,5302,388,2297,27,879,0,0,0,0,0,0,20220503
1076,202204,경춘선,평내호평,632,11,5200,722,13083,1708,28097,4617,20489,10922,12023,6471,10785,5629,9616,5484,9347,7489,8580,7198,7293,9111,7566,8925,7966,10256,8685,19034,8984,19688,5300,22752,4372,9862,3731,8395,3307,7496,1432,5055,27,2532,0,0,0,0,0,0,20220503
1077,202204,공항철도 1호선,검암,339,13,6110,386,13129,2110,33568,7378,24499,14080,12602,4812,8911,3770,8843,4065,8405,4720,7342,5792,6606,5773,6266,6823,8108,8801,8859,13394,12222,24449,4241,24151,3387,12904,2814,12155,2236,11392,924,8353,146,4843,30,26,0,4,0,0,20220503
1078,202204,공항철도 1호선,계양,7,0,8193,717,22160,3359,57813,3964,48768,6050,25799,5373,16669,4215,14788,4718,13987,6020,12111,7683,9848,8895,9240,11529,11473,15809,11795,23659,8930,42910,5147,40622,3550,22777,2993,21523,2097,20090,797,14210,133,4787,0,0,0,0,0,0,20220503
1079,202204,공항철도 1호선,공덕,66,0,1150,112,1950,1368,5685,3499,5215,9686,2887,4538,2125,3411,2391,3068,2565,3429,2550,3294,2373,3065,2522,3548,3181,4441,4942,6614,8329,10831,3556,6978,2821,3879,2837,3298,2287,3490,1298,2403,71,1387,0,0,0,0,0,0,20220503
1080,202204,공항철도 1호선,공항화물청사,7,0,357,611,1183,6994,1680,14281,2437,19181,1685,3563,788,1885,738,2955,1080,2815,1359,1528,1920,989,2814,718,5036,1282,9633,1641,16578,1028,4023,1013,2580,1493,2343,1051,2365,311,607,214,9,58,0,0,0,0,0,0,20220503
1081,202204,공항철도 1호선,김포공항,13,0,1929,1725,3098,10549,6717,21776,13402,22607,15369,11766,18277,10014,21795,12781,26206,12495,21884,12822,21594,11938,26133,11028,21993,11812,26615,12752,35537,13565,24072,7997,23431,3624,26064,1768,19531,1432,3038,1007,76,739,0,1,0,0,0,0,20220503
1082,202204,공항철도 1호선,디지털미디어시티,89,3,2689,705,6407,5271,17638,25658,18826,89246,10502,38026,7469,13026,8239,9890,9227,10993,10274,11309,10366,9014,12578,9560,16097,10353,39115,14704,84420,23328,31977,15333,18255,8819,15983,7791,12747,7187,5308,4684,430,1646,0,1,0,0,0,0,20220503
1083,202204,공항철도 1호선,마곡나루(서울식물원),8,1,2106,664,3912,7324,13113,22694,13864,59023,7641,22594,4921,7848,5503,5995,6438,5726,6592,6375,6526,6241,8528,5959,14824,6615,39975,9704,44696,15423,15737,10384,9794,6388,7562,5836,5098,5678,1850,3850,424,3385,0,0,0,0,0,0,20220503
1084,202204,공항철도 1호선,서울역,162,0,2261,620,2212,9333,9800,15244,11073,22747,8071,17500,8763,14138,10555,12530,12989,13416,13753,12194,10753,10705,16902,12336,18036,12610,21708,14203,26825,18105,18814,14599,13322,9397,15893,8263,11742,5489,5458,2941,5,1776,0,0,0,0,0,0,20220503
1085,202204,공항철도 1호선,영종,10,1,2270,126,7090,1873,11726,2593,8984,4132,7014,3017,5708,3060,5431,3489,5418,3749,4599,3612,4462,4911,5027,4845,5893,5379,6061,8634,4734,8398,2685,10891,2055,6500,1845,6173,1262,5422,569,4545,111,1926,0,0,0,0,0,0,20220503
1086,202204,공항철도 1호선,운서,23,0,6165,365,12975,5410,23157,9568,22651,13467,10579,9367,10318,5545,10514,5955,11367,6132,9225,7530,9045,7545,9597,9563,12982,11409,15387,14109,12217,26270,6494,19144,6265,14210,5618,12153,4525,12426,1863,8899,221,3713,0,0,0,0,0,0,20220503
1087,202204,공항철도 1호선,인천공항1터미널,0,0,2141,2393,2971,7456,6565,14703,8961,20716,8205,6103,4647,6599,5019,7544,5852,9703,5968,7737,7092,8241,9758,7751,10334,6510,13861,9218,21236,4718,9835,3023,6770,3941,5719,2942,3046,1778,711,1080,3,599,0,0,0,0,0,0,20220503
1088,202204,공항철도 1호선,인천공항2터미널,0,0,1320,1579,2227,5438,3438,9836,5347,10035,4494,3689,1826,2636,1436,3977,1320,5629,2318,3450,3484,3096,6070,3500,5819,4261,10028,4865,12385,1828,6538,926,4295,917,2695,1111,1257,435,228,450,0,502,0,0,0,0,0,0,20220503
1089,202204,공항철도 1호선,청라국제도시,30,2,3533,193,16520,4361,30618,8138,19779,17587,10596,6002,7924,3292,8341,3456,8064,4400,6882,5258,6520,5178,6848,6343,9727,8722,13736,11129,20635,22438,5536,22830,3893,12717,2879,11178,2481,11786,737,7509,113,3123,0,0,0,0,0,0,20220503
1090,202204,공항철도 1호선,홍대입구,80,2,2432,289,3818,2482,8755,6844,12133,21350,7601,20487,6422,15840,7468,17678,9784,20935,11977,21908,13740,19205,16721,19037,20295,21737,26725,24404,31994,32798,25636,20901,23256,9632,26839,8157,25703,6814,12470,5373,1143,1533,2,1,0,0,0,0,20220503
1091,202204,과천선,경마공원,1,0,333,473,742,2166,1840,3840,2529,11572,2293,30183,2280,40927,2826,20126,3700,15134,4549,13135,7679,8705,11599,5449,17679,3718,31157,2526,62216,2725,9799,2120,2310,1132,902,1028,308,850,134,632,4,30,0,0,0,0,0,0,20220503
1092,202204,과천선,과천,7,1,2237,317,9781,1966,25326,4828,23597,8791,14623,5288,11002,4811,9919,5235,10100,6317,9854,6901,9263,7470,8945,8030,10262,10427,9431,14127,9112,20605,4608,18537,3078,10803,2250,10593,1747,10789,493,5758,4,237,0,0,0,0,0,0,20220503
1093,202204,과천선,대공원,2,0,75,400,296,3530,779,4329,1082,12756,1570,25292,2333,32968,5224,27339,10009,21489,12807,22067,18820,19943,25407,11786,30111,6559,30641,3376,24664,2548,10294,1482,7333,774,6365,504,3795,362,243,193,5,6,0,0,0,0,0,0,20220503
1094,202204,과천선,범계,109,1,6987,2311,31520,11152,85745,22591,69897,57395,40158,39114,33185,28639,32487,25923,34958,28800,34747,35949,33163,33395,34670,37452,40979,44757,46912,60042,58157,96302,34289,75304,35735,38448,28601,31757,25226,29056,9072,16938,197,1574,0,0,0,0,0,0,20220503
1095,202204,과천선,선바위,0,0,944,1018,5791,9335,17400,18001,20101,24869,14658,15090,10871,8242,9836,8247,10765,8513,11191,8816,11036,7552,11961,8677,15018,10391,22911,13409,30091,17626,14029,13790,8504,8253,6894,7896,3743,7567,876,3931,4,215,0,0,0,0,0,0,20220503
1096,202204,과천선,인덕원,103,2,7873,3633,26407,16086,72219,36593,66295,94510,41432,34562,33403,20297,29384,19919,31509,19341,30161,24090,26727,23938,28381,28480,37080,33725,54581,50812,79248,81422,29360,64260,22808,35903,21733,32482,15220,31741,4280,19268,41,1123,0,0,0,0,0,0,20220503
1097,202204,과천선,정부과천청사,3,0,2013,863,7185,11739,20147,19962,18677,59966,13195,15224,11393,10035,11667,9208,12493,9838,13264,11026,13331,10989,14446,10988,21032,12729,30411,17029,49234,22399,13661,18536,11074,10406,9472,9621,4953,8501,1254,5002,14,176,0,0,0,0,0,0,20220503
1098,202204,과천선,평촌,13,0,3812,2470,18986,8465,53775,31570,42286,80216,23619,29701,18803,15274,18229,12463,19509,13242,17204,17221,17390,14956,19447,15837,23221,20677,40354,27323,61680,45477,24294,38998,17007,21397,14915,17050,12406,16394,3938,9500,23,793,0,0,0,0,0,0,20220503
1099,202204,분당선,가천대,30,1,5008,611,7044,3479,17077,5945,25015,32321,15250,28553,12133,23476,12651,11819,18711,21278,15309,15539,18112,13177,20015,12026,24294,12974,27122,17462,19348,23670,12145,19591,8296,14423,7958,14656,7461,14382,3385,11583,43,357,1,3,0,0,0,0,20220503
1100,202204,분당선,강남구청,13,1,1304,645,2773,4660,7089,14552,10329,56284,8387,45299,7996,19304,8962,14823,10056,14126,11304,14791,12529,13157,14192,12997,16703,14260,25883,16490,50394,20875,25564,12798,14556,6972,12768,5436,10053,5353,3003,3444,92,760,0,0,0,0,0,0,20220503
1101,202204,분당선,개포동,2,0,772,1046,2904,7643,8775,5744,9542,10055,6336,6485,5141,5281,4708,4158,5424,5195,5516,5776,5526,5180,6078,5650,9777,5984,9906,7637,9311,9847,5186,7841,3629,4788,3791,4336,3814,4140,1100,2463,11,73,0,0,0,0,0,0,20220503
1102,202204,분당선,구룡,1,0,305,1285,1385,6381,3292,10718,4978,5570,4252,2112,3668,1857,3110,1624,3060,2040,3142,2182,2790,2140,3875,2437,9687,2738,7043,3356,5092,4115,2332,3401,1367,2156,2002,1915,698,1942,151,1481,3,42,1,1,0,0,0,0,20220503
1103,202204,분당선,구성,33,0,2162,359,7334,2452,20746,4424,20655,7896,12267,3808,8706,3429,7504,3990,6889,4749,6202,4938,5793,5596,5592,7074,6457,8630,7764,13903,6919,19035,3341,16940,2430,10769,2264,8049,1716,9304,568,5889,10,400,0,0,0,0,0,0,20220503
1104,202204,분당선,기흥,169,3,5191,606,12998,3940,34211,9917,34977,20412,18192,10280,13028,7157,11798,8088,12857,7991,12080,10514,11368,9933,11752,11161,14028,13910,18644,21105,22321,34392,12190,27404,8577,16248,7919,13740,6022,14466,2446,9731,61,1102,0,0,0,0,0,0,20220503
1105,202204,분당선,대모산입구,6,1,1837,747,4610,4259,14673,5681,16608,9829,9954,5168,7192,3771,6522,3999,6574,4742,6271,5065,5711,4919,6049,6073,7688,6854,9256,8554,8402,11350,4007,9940,2456,6080,1745,5693,1395,6209,452,3532,4,149,0,0,0,0,0,0,20220503
1106,202204,분당선,도곡,89,1,1372,1118,3482,6672,8997,13844,13251,24309,9619,17074,8316,8798,8523,7869,9554,8680,10153,9203,10821,8974,14214,8899,16194,9634,20475,11004,21627,13805,10894,10665,7666,6487,6565,5948,5157,5721,1064,3557,42,457,0,1,0,0,0,0,20220503
1107,202204,분당선,망포,40,1,4184,2142,18214,8697,50545,22207,47431,40515,22065,15738,15148,8330,14729,8695,15428,10558,14216,11616,12829,11497,14131,14647,19445,18525,32142,27652,41605,42485,19752,41245,13651,24751,12372,19343,9951,17920,4061,12949,160,1118,0,0,0,0,0,0,20220503
1108,202204,분당선,매교,296,2,2602,698,4097,4282,9014,4705,10308,13631,4960,3764,3704,2738,3654,2983,3727,3480,3215,3127,2903,3521,3656,3507,7541,4929,11843,6895,6056,9544,2790,5671,1880,3611,1559,3673,1483,2923,358,1736,12,274,0,0,0,0,0,0,20220503
1109,202204,분당선,매탄권선,83,0,3136,537,8690,2520,20004,4605,19622,12017,10100,4722,6762,3279,6398,3191,6525,4231,5929,4891,4845,4324,5608,6168,8190,7946,10623,12232,8803,18759,4647,14523,3425,8824,2984,7652,2494,7946,781,5469,24,595,0,0,0,0,0,0,20220503
1110,202204,분당선,모란,326,10,15074,3031,21871,11047,51079,22349,66458,37607,46108,30208,31280,27751,31841,31609,34464,32983,34818,36228,38234,34546,33763,37664,36694,41248,38580,47344,41468,64554,23351,47341,16438,33330,14764,29213,12507,24707,6920,17356,131,1102,0,0,0,0,0,0,20220503
1111,202204,분당선,미금,642,8,3319,661,11562,10442,26493,20737,31786,44023,22580,32419,21118,19904,22531,19633,23146,21743,23521,23211,24025,23808,29342,22629,31034,26501,35568,33241,38357,40181,19851,31945,16157,21193,16261,18119,12313,16701,4494,10521,224,1910,0,0,0,0,0,0,20220503
